,dec_0_norm,dec_1_norm,dec_2_norm,dec_3_norm,dec_4_norm,dec_5_norm,dec_6_norm,dec_7_norm
203,0.99632937,0.99632573,0.9963269,0.9963209,0.9963234,0.99632376,0.996319,0.99632394
204,0.99872273,0.99872315,0.99872446,0.9987242,0.998726,0.998726,0.99872667,0.9987259
205,0.85433406,0.8544296,0.8542635,0.85431254,0.8540224,0.8541929,0.8539999,0.8540695
206,0.9105747,0.9107268,0.9106173,0.9103258,0.9103011,0.9103845,0.9103292,0.9103051
207,0.87655395,0.8765564,0.87640613,0.8761584,0.8761661,0.8761921,0.8760739,0.8761225
208,0.97433186,0.97433627,0.97434306,0.9743403,0.974342,0.9743338,0.9743342,0.9743361
209,0.8323001,0.8321869,0.8319341,0.8319283,0.8319181,0.8320577,0.83195585,0.8318673
210,0.7804372,0.7802956,0.78014535,0.78004193,0.7800131,0.77998126,0.7799192,0.7798928
211,0.7210077,0.7209113,0.7208412,0.72073686,0.72072464,0.7206989,0.72066987,0.72066957
212,0.82587296,0.8260477,0.82613647,0.82593143,0.8256041,0.82550275,0.8255861,0.82553655
213,0.9702714,0.97027194,0.97027266,0.9702715,0.9702713,0.97027105,0.97027147,0.9702742
214,0.96023214,0.9602081,0.96021384,0.9601395,0.9601024,0.96012497,0.9600548,0.96015126
215,0.9688816,0.9688802,0.9688788,0.96887904,0.9688805,0.9688813,0.96888053,0.96888024
216,0.78974366,0.78960216,0.78939384,0.78916866,0.7892963,0.7891469,0.7891068,0.7892104
217,0.8761771,0.8762955,0.876492,0.8759739,0.87603575,0.8761529,0.8759622,0.87579155
218,0.9897314,0.9897112,0.9897163,0.98970395,0.98971236,0.98970354,0.98969567,0.98970234
219,0.9691664,0.9691375,0.96911657,0.96905226,0.96903145,0.9690571,0.9690106,0.9690187
220,0.9070376,0.9070099,0.9068815,0.90675634,0.9066456,0.90669906,0.9066453,0.9066508
221,0.91017824,0.9100655,0.910012,0.91001606,0.9099946,0.9098605,0.9098068,0.90985155
222,0.9715691,0.9715267,0.97149533,0.971447,0.97144926,0.97142154,0.9714239,0.971414
223,0.9230928,0.9230535,0.92301506,0.9228333,0.9228134,0.9228869,0.92279947,0.9227613
