feature_id,llama32-3B-Instruct_ckpt_0_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_120_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_240_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_360_contrib_mean_scaled_with_decoder_norm
128,0.032031141222,0.030532529578,0.028085565194,0.028301153332
129,0.024640703574,0.022677905858,0.020584961399,0.019775398076
130,0.018870236352,0.015763858333,0.016149846837,0.015958208591
131,0.007980015129,0.002566847950,0.000843196176,0.001214764663
132,0.022425407544,0.017307639122,0.015758711845,0.015788231045
133,0.018849609420,0.016755035147,0.017972832546,0.017912143841
134,0.029483687133,0.026308614761,0.025992086157,0.025798132643
135,0.012076437473,0.005126455333,0.003725078888,0.004285281524
136,0.029428329319,0.025129223242,0.023003866896,0.022373449057
137,0.006594643928,0.003147915937,0.002696236828,0.003424564842
138,0.006583150011,0.002318156185,0.001974596176,0.003395280568
139,0.025701455772,0.022973226383,0.022243011743,0.022643515840
140,0.023445287719,0.021882440895,0.022649688646,0.023166434839
141,0.001809663605,0.000034569453,0.000353468553,0.000463543140
142,0.003209394403,0.000473739638,0.000480201154,0.001333390479
143,0.027348523960,0.023713108152,0.024000965059,0.023251770064
144,0.029147382826,0.026761109009,0.026677619666,0.026973318309
145,0.028296867386,0.024525839835,0.024365112185,0.024197837338
146,0.015146422200,0.009181995876,0.007967403159,0.008162786253
147,0.018585249782,0.017410747707,0.017489621416,0.016520602629
148,0.023528696969,0.021458555013,0.021734829992,0.022449396551
149,0.006148688029,0.002137463074,0.002468102379,0.002663039137
150,0.002017589053,0.000161739183,0.000468486454,0.000815910753
151,0.036922585219,0.033643241972,0.032898612320,0.032828852534
152,0.033444155008,0.032331224531,0.032467860729,0.032506447285
153,0.028495375067,0.026803277433,0.027703430504,0.026560584083
154,0.008518377319,0.002473858651,0.000639607781,0.000344884291
155,0.034838318825,0.032732158899,0.031674277037,0.030951164663
156,0.028897175565,0.026904495433,0.027462707832,0.027084946632
157,0.018916931003,0.017614344135,0.020034518093,0.019727060571
158,0.008192414418,0.007138720714,0.007687457837,0.007555519696
159,0.035001549870,0.031582389027,0.031342081726,0.031381994486
160,0.022445734590,0.019496519119,0.019649712369,0.019729008898
161,0.011705947109,0.005228079855,0.001790196751,0.002179810079
162,0.018558338284,0.010742845014,0.011866932735,0.011606966145
163,0.002726163249,0.000477521768,0.000040796618,0.000635922246
164,0.024533644319,0.019709892571,0.020161276683,0.020526813343
165,0.007751740515,0.003324475372,0.002799052047,0.002963237930
166,0.011939397082,0.005459542852,0.002411002992,0.000942395069
167,0.028014205396,0.025272412226,0.025897085667,0.026356313378
168,0.027610162273,0.025082005188,0.024344971403,0.025165800005
169,0.023501330987,0.020018026233,0.019919598475,0.021051645279
170,0.025618821383,0.023242412135,0.022624488920,0.021688969806
