feature_id,llama32-3B-Instruct_ckpt_0_contrib_mean,llama32-3B-Instruct_ckpt_120_contrib_mean,llama32-3B-Instruct_ckpt_240_contrib_mean,llama32-3B-Instruct_ckpt_360_contrib_mean
280,0.042230989784,0.027547696605,0.027867531404,0.027984127402
281,0.005412228871,0.000582607347,0.000563230482,0.001255110721
282,0.088540658355,0.073475860059,0.066446267068,0.066394887865
283,0.000734233938,0.000016402475,0.000089233712,0.000112492584
284,0.064914636314,0.042686063796,0.036251194775,0.037541538477
285,0.020396135747,0.009020658210,0.006489346735,0.006103685126
286,0.087852530181,0.073521643877,0.074943773448,0.072440005839
287,0.014099732041,0.005943054799,0.004349935334,0.005182940979
288,0.138869643211,0.131955444813,0.133084863424,0.133487671614
289,0.092154242098,0.075525470078,0.066910982132,0.067532412708
290,0.131922930479,0.118313305080,0.118814527988,0.119412109256
291,0.112113237381,0.105016708374,0.106217585504,0.107926636934
292,0.093205347657,0.082308679819,0.084516562521,0.086277715862
293,0.020756890997,0.008030043915,0.001848124084,0.002114921343
294,0.085692822933,0.075997427106,0.076821409166,0.077675551176
295,0.029995298013,0.018792837858,0.019161906093,0.021279351786
296,0.026063682511,0.019857037812,0.020221197978,0.020707704127
297,0.111203871667,0.094504714012,0.095232486725,0.093550883234
298,0.100471355021,0.089366748929,0.087469696999,0.081567272544
299,0.098558895290,0.083963230252,0.079231202602,0.075350336730
300,0.043106101453,0.027119027451,0.029455788434,0.030344754457
301,0.116499252617,0.106818132102,0.113444253802,0.111648641527
302,0.086995124817,0.075449131429,0.069861367345,0.068003706634
303,0.122609712183,0.116458922625,0.116293258965,0.115030527115
304,0.073798008263,0.061907760799,0.065038457513,0.066718652844
305,0.130363374949,0.118826717138,0.118729375303,0.118199586868
306,0.116165369749,0.103092260659,0.104329243302,0.103816404939
307,0.116461619735,0.103694148362,0.102363310754,0.101626910269
308,0.035703439265,0.023177580908,0.021492503583,0.021735217422
309,0.073922358453,0.060176774859,0.054438944906,0.053662050515
310,0.061777070165,0.060611471534,0.060582101345,0.061109725386
311,0.076154462993,0.063722424209,0.061446513981,0.064638942480
312,0.130693480372,0.119005933404,0.120708256960,0.118806771934
313,0.110229961574,0.100117594004,0.101524375379,0.106242351234
